,res,img
159,"[0.94222670729104, 0.05777329270896003]",04357.jpg
160,"[0.8044402181295969, 0.19555978187040313]",06933.jpg
161,"[0.027499078188980963, 0.972500921811019]",11808_1.jpg
162,"[0.9118360534844456, 0.08816394651555437]",13676_1.jpg
163,"[0.09744027634924024, 0.9025597236507598]",10827_1.jpg
164,"[0.8967571658677638, 0.10324283413223623]",15884_1.jpg
165,"[0.10054532399231501, 0.899454676007685]",04744.jpg
166,"[0.9036658968736051, 0.0963341031263949]",16280_1.jpg
167,"[0.9433911001571931, 0.056608899842806926]",07728.jpg
168,"[0.9517165091501872, 0.04828349084981276]",05541.jpg
169,"[0.9046750373576045, 0.09532496264239554]",07979.jpg
170,"[0.885520774709387, 0.11447922529061305]",14776_1.jpg
171,"[0.10458188592831222, 0.8954181140716878]",10724_1.jpg
172,"[0.08234198218478915, 0.9176580178152108]",18359_1.jpg
173,"[0.08187622503832793, 0.9181237749616721]",13661_1.jpg
174,"[0.9772749325622465, 0.022725067437753488]",02437.jpg
175,"[0.8727900793727804, 0.12720992062721959]",08874.jpg
176,"[0.07529740534456325, 0.9247025946554368]",08454.jpg
177,"[0.8493663762153351, 0.15063362378466494]",11588_1.jpg
178,"[0.9278270488462808, 0.07217295115371924]",11792_1.jpg
179,"[0.04426633546158474, 0.9557336645384152]",10449_1.jpg
180,"[0.8959032777659183, 0.10409672223408173]",12377_1.jpg
181,"[0.16035630421704283, 0.8396436957829572]",18209_1.jpg
182,"[0.09990490791593083, 0.9000950920840691]",09498.jpg
183,"[0.04127772710512527, 0.9587222728948748]",09570.jpg
184,"[0.9118166469366764, 0.08818335306332359]",14977_1.jpg
185,"[0.8969124182499175, 0.10308758175008248]",07223.jpg
186,"[0.9476993537619592, 0.05230064623804076]",11776_1.jpg
187,"[0.8844728211298493, 0.11552717887015074]",00538.jpg
188,"[0.879368899066545, 0.12063110093345497]",00058.jpg
189,"[0.17087465310795863, 0.8291253468920414]",14648_1.jpg
190,"[0.07791728929340759, 0.9220827107065924]",00821.jpg
191,"[0.8353354421781909, 0.1646645578218091]",11576_1.jpg
192,"[0.19226066874963613, 0.8077393312503639]",06082.jpg
193,"[0.9294183857633566, 0.07058161423664344]",18721_1.jpg
194,"[0.08003260300025229, 0.9199673969997477]",18730_1.jpg
195,"[0.8664053251567079, 0.13359467484329213]",19358_1.jpg
196,"[0.9440315162335772, 0.05596848376642283]",05005.jpg
197,"[0.8986978206446855, 0.10130217935531449]",10544_1.jpg
198,"[0.15779463991150613, 0.8422053600884939]",18686_1.jpg
199,"[0.9317859845912011, 0.0682140154087989]",04210.jpg
200,"[0.8310854082167324, 0.16891459178326762]",17705_1.jpg
201,"[0.16674105843311535, 0.8332589415668846]",09215.jpg
202,"[0.9292049137378952, 0.07079508626210484]",15766_1.jpg
203,"[0.07939218692386811, 0.9206078130761319]",05377.jpg
204,"[0.7358186652176444, 0.2641813347823556]",08118.jpg
205,"[0.17626967338780106, 0.8237303266121989]",02879.jpg
206,"[0.8703254478060898, 0.12967455219391022]",15243_1.jpg
207,"[0.08044014050340585, 0.9195598594965941]",14036_1.jpg
208,"[0.9113508897902152, 0.08864911020978483]",03483.jpg
209,"[0.8796794038308525, 0.12032059616914748]",12497_1.jpg
210,"[0.06194570047934173, 0.9380542995206582]",18517_1.jpg
211,"[0.9120689320576763, 0.08793106794232375]",19907.jpg
212,"[0.15878437384773622, 0.8412156261522638]",14945_1.jpg
213,"[0.10830794310000194, 0.8916920568999981]",13477_1.jpg
214,"[0.10157387102408352, 0.8984261289759164]",14569_1.jpg
215,"[0.9374721030875818, 0.06252789691241822]",14191_1.jpg
216,"[0.06198451357488016, 0.9380154864251198]",06585.jpg
217,"[0.8691222418443983, 0.13087775815560165]",01446.jpg
218,"[0.9646800830600245, 0.03531991693997549]",14349_1.jpg
219,"[0.9073143278542181, 0.09268567214578194]",04167.jpg
220,"[0.03712472588251276, 0.9628752741174872]",04953.jpg
221,"[0.9357643268838907, 0.06423567311610934]",08443.jpg
222,"[0.8750412389140095, 0.12495876108599047]",06327.jpg
223,"[0.23400415300122263, 0.7659958469987773]",13431_1.jpg
224,"[0.07717984047817733, 0.9228201595218226]",08324.jpg
225,"[0.889537930097615, 0.11046206990238505]",05943.jpg
226,"[0.05730753556249879, 0.9426924644375012]",03648.jpg
227,"[0.91222418443983, 0.08777581556017]",09840.jpg
228,"[0.8401094529294184, 0.1598905470705816]",14139_1.jpg
229,"[0.04764307477342856, 0.9523569252265714]",03627.jpg
230,"[0.14356964039666983, 0.8564303596033301]",17821_1.jpg
231,"[0.3032855285373285, 0.6967144714626715]",12946_1.jpg
232,"[0.8467658988142599, 0.1532341011857401]",11208_1.jpg
233,"[0.9236352345281298, 0.07636476547187021]",16383_1.jpg
234,"[0.8951464224029188, 0.10485357759708125]",00845.jpg
235,"[0.06607929515418502, 0.933920704845815]",14507_1.jpg
236,"[0.05670593258165305, 0.943294067418347]",17902_1.jpg
237,"[0.05371732422519358, 0.9462826757748064]",15023_1.jpg
238,"[0.8036251431232898, 0.1963748568767102]",14363_1.jpg
239,"[0.9082264355993712, 0.09177356440062878]",02477.jpg
240,"[0.9381513322595043, 0.06184866774049569]",12462_1.jpg
241,"[0.9564905199014148, 0.04350948009858524]",09933.jpg
242,"[0.08814453996778512, 0.9118554600322148]",11770_1.jpg
243,"[0.15047837140251122, 0.8495216285974888]",03124.jpg
244,"[0.7930097614935279, 0.20699023850647214]",15280_1.jpg
245,"[0.6698752158978439, 0.33012478410215607]",15167_1.jpg
246,"[0.9524345514176483, 0.04756544858235168]",12527_1.jpg
247,"[0.13539948378582933, 0.8646005162141707]",07164.jpg
248,"[0.929728890527664, 0.07027110947233595]",07528.jpg
249,"[0.7868190727551476, 0.21318092724485238]",10951_1.jpg
250,"[0.1246094432261445, 0.8753905567738555]",03838.jpg
251,"[0.9165518445923655, 0.0834481554076345]",18609_1.jpg
252,"[0.9592074365891051, 0.04079256341089488]",05434.jpg
253,"[0.12210599856391546, 0.8778940014360845]",14226_1.jpg
254,"[0.9203555279551321, 0.07964447204486791]",00249.jpg
255,"[0.9106910671660619, 0.08930893283393815]",02902.jpg
256,"[0.9473306293543442, 0.0526693706456558]",16298_1.jpg
257,"[0.11915620330299442, 0.8808437966970055]",10386_1.jpg
258,"[0.9546080847678007, 0.04539191523219932]",19276_1.jpg
259,"[0.32317724000077624, 0.6768227599992238]",01450.jpg
260,"[0.06481786954918589, 0.9351821304508141]",07583.jpg
261,"[0.8401288594771876, 0.15987114052281237]",03736.jpg
262,"[0.9299229560053562, 0.07007704399464376]",09304.jpg
263,"[0.10139921209416057, 0.8986007879058394]",08693.jpg
264,"[0.05039880455665741, 0.9496011954433425]",14859_1.jpg
265,"[0.9607405538628734, 0.03925944613712662]",01040.jpg
266,"[0.9355120417628908, 0.06448795823710918]",02913.jpg
267,"[0.07021288982902832, 0.9297871101709717]",15080_1.jpg
268,"[0.03945351161481884, 0.9605464883851812]",09055.jpg
269,"[0.0562013623396534, 0.9437986376603466]",05345.jpg
270,"[0.1279667759902191, 0.8720332240097809]",11922_1.jpg
271,"[0.09332608822216616, 0.9066739117778339]",01580.jpg
272,"[0.9143200915989055, 0.08567990840109452]",17773_1.jpg
273,"[0.04589648547419899, 0.954103514525801]",03968.jpg
274,"[0.9326980923363543, 0.06730190766364574]",08210.jpg
275,"[0.948300956742805, 0.05169904325719499]",14502_1.jpg
276,"[0.15443730714743154, 0.8455626928525685]",11507_1.jpg
277,"[0.10493120378815812, 0.8950687962118419]",12342_1.jpg
278,"[0.16598420307011585, 0.8340157969298841]",06883.jpg
279,"[0.08725183877040113, 0.9127481612295989]",19844.jpg
280,"[0.8843369752954647, 0.11566302470453527]",08698.jpg
281,"[0.7816181179529973, 0.2183818820470027]",10939_1.jpg
282,"[0.9299229560053562, 0.07007704399464376]",14812_1.jpg
283,"[0.04564420035319917, 0.9543557996468008]",00919.jpg
284,"[0.12612315395214346, 0.8738768460478565]",19320_1.jpg
285,"[0.17015661084049757, 0.8298433891595024]",13991_1.jpg
286,"[0.858468047119098, 0.14153195288090203]",03852.jpg
287,"[0.9296706708843564, 0.0703293291156436]",11674_1.jpg
288,"[0.2710706592404277, 0.7289293407595723]",16069_1.jpg
289,"[0.5554736167983078, 0.44452638320169224]",02986.jpg
290,"[0.9221797434454385, 0.07782025655456148]",06680.jpg
291,"[0.9354926352151216, 0.0645073647848784]",18354_1.jpg
292,"[0.8796599972830833, 0.1203400027169167]",12188_1.jpg
293,"[0.8809408294358516, 0.11905917056414839]",03500.jpg
294,"[0.8563139203167148, 0.14368607968328517]",06965.jpg
295,"[0.07124143686079683, 0.9287585631392031]",04070.jpg
296,"[0.9474664751887287, 0.05253352481127127]",09071.jpg
297,"[0.06559413145995459, 0.9344058685400454]",14684_1.jpg
298,"[0.8138523937976674, 0.18614760620233262]",09269.jpg
299,"[0.9081876225038328, 0.09181237749616722]",01282.jpg
300,"[0.8687729239845524, 0.13122707601544759]",09955.jpg
301,"[0.3303770692231559, 0.6696229307768441]",07142.jpg
302,"[0.933746045915892, 0.06625395408410795]",08504.jpg
303,"[0.06714665528149198, 0.932853344718508]",04966.jpg
304,"[0.9246637815598983, 0.07533621844010174]",01233.jpg
305,"[0.8968541986066099, 0.10314580139339014]",11053_1.jpg
306,"[0.19086339731025248, 0.8091366026897475]",01554.jpg
307,"[0.9554619728696462, 0.04453802713035382]",09054.jpg
308,"[0.8574783131828679, 0.14252168681713206]",09185.jpg
309,"[0.8149391604727435, 0.1850608395272565]",07923.jpg
310,"[0.8644064507364785, 0.13559354926352152]",16425_1.jpg
311,"[0.08389450600632653, 0.9161054939936735]",10263_1.jpg
312,"[0.8876554949640009, 0.11234450503599913]",02313.jpg
313,"[0.07155194162510431, 0.9284480583748957]",07582.jpg
314,"[0.866502357895554, 0.13349764210444603]",12015_1.jpg
315,"[0.1180112169846106, 0.8819887830153894]",02838.jpg
316,"[0.09177356440062877, 0.9082264355993712]",18148_1.jpg
317,"[0.17013720429272836, 0.8298627957072716]",16813_1.jpg
318,"[0.9629723068563333, 0.03702769314366672]",14803_1.jpg
319,"[0.9308738768460478, 0.06912612315395217]",00802.jpg
320,"[0.14762560888043627, 0.8523743911195637]",11335_1.jpg
321,"[0.20103242834132237, 0.7989675716586776]",07074.jpg
322,"[0.9457975120805759, 0.05420248791942406]",18044_1.jpg
323,"[0.06916493624949058, 0.9308350637505094]",17729_1.jpg
324,"[0.8978633390906092, 0.10213666090939078]",18697_1.jpg
325,"[0.9541229210735702, 0.04587707892642978]",14890_1.jpg
326,"[0.20206097537309087, 0.7979390246269091]",09256.jpg
327,"[0.8770207067864697, 0.1229792932135303]",07391.jpg
328,"[0.11742902055153409, 0.882570979448466]",04749.jpg
329,"[0.07650061130625473, 0.9234993886937453]",00873.jpg
330,"[0.10753168118923324, 0.8924683188107667]",01474.jpg
331,"[0.10745405499815638, 0.8925459450018436]",14113_1.jpg
332,"[0.866502357895554, 0.13349764210444603]",03526.jpg
333,"[0.8365386481398824, 0.16346135186011757]",18064_1.jpg
334,"[0.03411671097828407, 0.9658832890217159]",09558.jpg
335,"[0.9687942711870985, 0.031205728812901512]",07015.jpg
336,"[0.044926158085738126, 0.9550738419142619]",07685.jpg
337,"[0.18389644666110347, 0.8161035533388965]",10186_1.jpg
338,"[0.117331987812688, 0.8826680121873121]",14234_1.jpg
339,"[0.08573812804440219, 0.9142618719555978]",09663.jpg
340,"[0.7716043393040812, 0.22839566069591877]",05187.jpg
341,"[0.1390479147664422, 0.8609520852335578]",13089_1.jpg
342,"[0.03956995090143414, 0.9604300490985659]",19653.jpg
343,"[0.16544081973257777, 0.8345591802674223]",09212.jpg
344,"[0.9119330862232917, 0.08806691377670828]",07287.jpg
345,"[0.9534630984494168, 0.04653690155058321]",05440.jpg
346,"[0.0691843427972598, 0.9308156572027402]",06730.jpg
347,"[0.9194240136622096, 0.0805759863377904]",07878.jpg
348,"[0.8005395020279843, 0.1994604979720157]",16695_1.jpg
349,"[0.08067301907663646, 0.9193269809233635]",15017_1.jpg
350,"[0.8834830871936191, 0.11651691280638088]",15346_1.jpg
351,"[0.947854606144113, 0.05214539385588701]",05443.jpg
352,"[0.2478992412039822, 0.7521007587960178]",08848.jpg
353,"[0.06330415882318695, 0.936695841176813]",10015_1.jpg
354,"[0.08191503813386637, 0.9180849618661336]",10038_1.jpg
355,"[0.13541889033359855, 0.8645811096664014]",06185.jpg
356,"[0.08647557685963243, 0.9135244231403675]",02945.jpg
357,"[0.1116264627685381, 0.8883735372314618]",15792_1.jpg
358,"[0.909546080847678, 0.09045391915232204]",01915.jpg
359,"[0.0625861165557259, 0.9374138834442741]",12831_1.jpg
360,"[0.8475227541772594, 0.15247724582274058]",15641_1.jpg
361,"[0.8979991849249936, 0.10200081507500636]",10521_1.jpg
362,"[0.09410235013293486, 0.9058976498670651]",10506_1.jpg
363,"[0.9430029692018087, 0.056997030798191295]",10646_1.jpg
364,"[0.8608744590424809, 0.13912554095751906]",06026.jpg
365,"[0.06545828562557007, 0.9345417143744299]",14596_1.jpg
366,"[0.06774825826233771, 0.9322517417376623]",16901_1.jpg
367,"[0.904810883191989, 0.09518911680801101]",11977_1.jpg
368,"[0.8760115663024705, 0.12398843369752954]",11303_1.jpg
369,"[0.1571736303828912, 0.8428263696171088]",00515.jpg
370,"[0.8617671602398649, 0.13823283976013512]",01624.jpg
371,"[0.93776320130412, 0.06223679869587995]",10416_1.jpg
372,"[0.0528440295755788, 0.9471559704244212]",05932.jpg
373,"[0.0837392536241728, 0.9162607463758272]",19157_1.jpg
374,"[0.19165906576879038, 0.8083409342312096]",06923.jpg
375,"[0.8333171612101923, 0.16668283878980772]",10179_1.jpg
376,"[0.08080886491102098, 0.919191135088979]",02681.jpg
377,"[0.0625861165557259, 0.9374138834442741]",17562_1.jpg
378,"[0.9778377224475538, 0.022162277552446152]",01720.jpg
379,"[0.1404839993013643, 0.8595160006986358]",06507.jpg
380,"[0.08156572027402045, 0.9184342797259796]",02471.jpg
381,"[0.1058044984377729, 0.8941955015622272]",06265.jpg
382,"[0.12521104620699025, 0.8747889537930098]",12333_1.jpg
383,"[0.9461274233926527, 0.053872576607347344]",17623_1.jpg
384,"[0.9401113935841953, 0.059888606415804735]",02226.jpg
385,"[0.9128257874206758, 0.08717421257932423]",15058_1.jpg
386,"[0.8648722078829397, 0.13512779211706027]",10950_1.jpg
387,"[0.8961749694346872, 0.10382503056531278]",00432.jpg
388,"[0.9609346193405655, 0.039065380659434545]",10599_1.jpg
389,"[0.04962254264588872, 0.9503774573541113]",05298.jpg
390,"[0.8528789613615634, 0.14712103863843662]",11107_1.jpg
391,"[0.8745754817675484, 0.1254245182324516]",08341.jpg
392,"[0.9196762987832094, 0.08032370121679056]",04116.jpg
393,"[0.9109045391915233, 0.08909546080847675]",00948.jpg
394,"[0.1083661627433096, 0.8916338372566904]",06863.jpg
395,"[0.9303499000562789, 0.06965009994372107]",09013.jpg
396,"[0.07999378990471386, 0.9200062100952862]",18147_1.jpg
397,"[0.9205107803372858, 0.07948921966271416]",04872.jpg
398,"[0.8852102699450795, 0.11478973005492055]",18618_1.jpg
399,"[0.918026742222826, 0.08197325777717401]",18706_1.jpg
400,"[0.058665993906344, 0.941334006093656]",18250_1.jpg
401,"[0.9106716606182926, 0.08932833938170737]",16294_1.jpg
402,"[0.9005996623260688, 0.0994003376739312]",14068_1.jpg
403,"[0.1672650352228842, 0.8327349647771158]",03051.jpg
404,"[0.07001882435133613, 0.9299811756486639]",11779_1.jpg
405,"[0.21519920821285102, 0.784800791787149]",19827.jpg
406,"[0.9333191018649692, 0.06668089813503075]",00977.jpg
407,"[0.13964951774728793, 0.860350482252712]",13009_1.jpg
408,"[0.9138737410002135, 0.08612625899978654]",19347_1.jpg
409,"[0.9365405887946593, 0.06345941120534071]",02272.jpg
410,"[0.8694327466087057, 0.13056725339129427]",06901.jpg
411,"[0.03551398241766772, 0.9644860175823323]",07851.jpg
412,"[0.9071396689242951, 0.0928603310757049]",04044.jpg
413,"[0.06937840827495197, 0.930621591725048]",07893.jpg
414,"[0.8876166818684624, 0.11238331813153757]",18647_1.jpg
415,"[0.32393409536377576, 0.6760659046362243]",13029_1.jpg
416,"[0.9250325059675134, 0.07496749403248659]",10207_1.jpg
417,"[0.19361912709348134, 0.8063808729065187]",05104.jpg
418,"[0.061188845116342254, 0.9388111548836577]",13712_1.jpg
419,"[0.14894525412874304, 0.851054745871257]",00523.jpg
420,"[0.19090221040579092, 0.8090977895942091]",09260.jpg
421,"[0.13631159153098255, 0.8636884084690175]",13198_1.jpg
422,"[0.889984280696307, 0.11001571930369303]",00261.jpg
423,"[0.14849890353005105, 0.851501096469949]",06922.jpg
424,"[0.06724368802033806, 0.9327563119796619]",00812.jpg
425,"[0.8795241514486988, 0.12047584855130122]",00596.jpg
426,"[0.8674532787362456, 0.13254672126375444]",14109_1.jpg
427,"[0.9280987405150498, 0.07190125948495019]",19968.jpg
428,"[0.8778940014360845, 0.12210599856391546]",00597.jpg
429,"[0.1316540200663704, 0.8683459799336296]",18462_1.jpg
430,"[0.051078033728580025, 0.94892196627142]",01089.jpg
431,"[0.051854295639348714, 0.9481457043606513]",13643_1.jpg
432,"[0.13716547963282813, 0.8628345203671719]",00191.jpg
433,"[0.8601370102272506, 0.13986298977274936]",10823_1.jpg
434,"[0.09198703642609016, 0.9080129635739098]",02273.jpg
435,"[0.10830794310000194, 0.8916920568999981]",08988.jpg
436,"[0.13429331056298396, 0.865706689437016]",16208_1.jpg
437,"[0.9179879291272875, 0.08201207087271245]",03962.jpg
438,"[0.0990704263618545, 0.9009295736381455]",00452.jpg
439,"[0.9117002076500611, 0.0882997923499389]",02486.jpg
