,res,img
52,"[0.4326689825147005, 0.5673310174852995]",11327.jpg
53,"[0.6589493295037746, 0.3410506704962254]",02052.jpg
54,"[0.5889693182479768, 0.4110306817520232]",12262.jpg
55,"[0.7553028391779386, 0.2446971608220614]",18050.jpg
56,"[0.6481398823963205, 0.3518601176036795]",16825.jpg
57,"[0.35451881464806223, 0.6454811853519378]",04692.jpg
58,"[0.6324011721554853, 0.3675988278445147]",12777.jpg
59,"[0.440489821265695, 0.559510178734305]",05293.jpg
60,"[0.46827999767121425, 0.5317200023287858]",02305.jpg
61,"[0.6249102447165674, 0.3750897552834326]",02348.jpg
62,"[0.41597935143317355, 0.5840206485668265]",18245.jpg
63,"[0.6517495002813949, 0.3482504997186051]",14446.jpg
64,"[0.6052902249218887, 0.39470977507811134]",11222.jpg
65,"[0.40336509538318227, 0.5966349046168178]",01710.jpg
66,"[0.9817578450969358, 0.018242154903064245]",13319.jpg
67,"[0.6799472141900678, 0.32005278580993224]",08376.jpg
68,"[0.5876496729996701, 0.4123503270003299]",11799.jpg
69,"[0.5805274699683673, 0.41947253003163265]",13313.jpg
70,"[0.21921636360107902, 0.780783636398921]",09554.jpg
71,"[0.43301830037454636, 0.5669816996254536]",19041.jpg
72,"[0.6087445904248093, 0.39125540957519067]",15919.jpg
73,"[0.24100991674591007, 0.7589900832540899]",19417.jpg
74,"[0.28184129325234336, 0.7181587067476567]",14605.jpg
75,"[0.5828950687962119, 0.4171049312037881]",14189.jpg
76,"[0.5399871916784723, 0.4600128083215277]",19647.jpg
77,"[0.5077917289293408, 0.49220827107065923]",15553.jpg
78,"[0.6014671350113528, 0.39853286498864715]",00272.jpg
79,"[0.628092918550719, 0.371907081449281]",05635.jpg
80,"[0.5548914203652312, 0.4451085796347688]",06103.jpg
81,"[0.32259504356769975, 0.6774049564323003]",03692.jpg
82,"[0.9367152477245823, 0.06328475227541774]",18166.jpg
83,"[0.3325117894777698, 0.6674882105222302]",02896.jpg
84,"[0.5741427157522948, 0.4258572842477052]",17723.jpg
85,"[0.21502454928292805, 0.784975450717072]",03884.jpg
86,"[0.5845446253565953, 0.41545537464340465]",18898.jpg
87,"[0.7018766131692833, 0.2981233868307167]",07080.jpg
88,"[0.5990607230879699, 0.40093927691203013]",06927.jpg
89,"[0.5457703429136991, 0.4542296570863009]",16539.jpg
90,"[0.6423179180655553, 0.35768208193444473]",06282.jpg
91,"[0.41768712763686466, 0.5823128723631353]",11937.jpg
92,"[0.42482873721593667, 0.5751712627840633]",16991.jpg
93,"[0.7063401191562033, 0.2936598808437967]",10357.jpg
94,"[0.3830076267732733, 0.6169923732267266]",04918.jpg
95,"[0.4784878417978226, 0.5215121582021773]",15184.jpg
96,"[0.025733082341982186, 0.9742669176580178]",06938.jpg
97,"[0.21776087251838772, 0.7822391274816123]",19184.jpg
98,"[0.18894214908109996, 0.8110578509189]",18263.jpg
99,"[0.5920549593432824, 0.40794504065671755]",13984.jpg
100,"[0.33200721923577015, 0.6679927807642299]",06122.jpg
101,"[0.17380504182111045, 0.8261949581788895]",19234.jpg
102,"[0.6340119156203303, 0.3659880843796697]",16221.jpg
103,"[0.4770517572629005, 0.5229482427370995]",13479.jpg
104,"[0.5367851112965515, 0.4632148887034485]",08311.jpg
105,"[0.4332899920433154, 0.5667100079566846]",04857.jpg
106,"[0.30435288866463545, 0.6956471113353646]",17497.jpg
107,"[0.3180539113897029, 0.681946088610297]",19474.jpg
108,"[0.505404723553727, 0.494595276446273]",16906.jpg
109,"[0.5773836092297541, 0.42261639077024593]",12803.jpg
110,"[0.6641502843059248, 0.3358497156940752]",03876.jpg
111,"[0.3198199072367017, 0.6801800927632984]",04678.jpg
112,"[0.45285179219468646, 0.5471482078053136]",04097.jpg
113,"[0.44444875701061537, 0.5555512429893846]",00707.jpg
114,"[0.2760581420171166, 0.7239418579828834]",16702.jpg
115,"[0.2497816763375963, 0.7502183236624037]",04280.jpg
116,"[0.3212365852238545, 0.6787634147761454]",05761.jpg
117,"[0.44666110345630616, 0.5533388965436938]",14231.jpg
118,"[0.4121174484270993, 0.5878825515729007]",18817.jpg
119,"[0.5703390323895282, 0.4296609676104718]",05039.jpg
120,"[0.5388033922645501, 0.4611966077354499]",01039.jpg
121,"[0.562285315065303, 0.437714684934697]",00979.jpg
122,"[0.7349453705680297, 0.26505462943197033]",15930.jpg
123,"[0.31619088280385804, 0.683809117196142]",08887.jpg
124,"[0.4295833414193949, 0.5704166585806051]",17110.jpg
125,"[0.3964369578295717, 0.6035630421704283]",13809.jpg
126,"[0.5381047565448582, 0.46189524345514177]",14756.jpg
127,"[0.4871625686506627, 0.5128374313493373]",16225.jpg
128,"[0.5949271284131266, 0.40507287158687344]",04310.jpg
129,"[0.3945157096004192, 0.6054842903995807]",11993.jpg
130,"[0.5919967396999748, 0.4080032603000252]",15419.jpg
131,"[0.5328649886471696, 0.4671350113528304]",05555.jpg
132,"[0.6666731355159231, 0.3333268644840769]",12148.jpg
133,"[0.32092608045954707, 0.6790739195404529]",06470.jpg
134,"[0.30052979875409963, 0.6994702012459004]",02043.jpg
135,"[0.557550117409614, 0.442449882590386]",18589.jpg
136,"[0.4177453472801723, 0.5822546527198277]",04716.jpg
137,"[0.6038347338391974, 0.3961652661608026]",10692.jpg
138,"[0.30555609462632694, 0.6944439053736731]",08205.jpg
139,"[0.4482718469211512, 0.5517281530788488]",04035.jpg
140,"[0.5920743658910517, 0.40792563410894833]",09450.jpg
141,"[0.6441033204603233, 0.35589667953967674]",19253.jpg
142,"[0.4424692891381552, 0.5575307108618448]",16371.jpg
143,"[0.39257505482349747, 0.6074249451765026]",01613.jpg
144,"[0.38941178753711503, 0.610588212462885]",08151.jpg
145,"[0.3423703157445322, 0.6576296842554679]",01744.jpg
146,"[0.6337402239515613, 0.36625977604843873]",11791.jpg
147,"[0.47260765782374975, 0.5273923421762503]",04613.jpg
148,"[0.4220536008849386, 0.5779463991150614]",05707.jpg
149,"[0.6232606881561839, 0.37673931184381615]",17356.jpg
150,"[0.8991441712433775, 0.10085582875662247]",16888.jpg
151,"[0.4248869568592443, 0.5751130431407556]",10969.jpg
152,"[0.5634885210269945, 0.43651147897300546]",00547.jpg
153,"[0.3560325253740612, 0.6439674746259387]",16389.jpg
154,"[0.4779444584602845, 0.5220555415397155]",11216.jpg
155,"[0.6350016495565604, 0.36499835044343965]",02151.jpg
156,"[0.8816782782510819, 0.11832172174891809]",13652.jpg
157,"[0.2516835180189796, 0.7483164819810204]",15210.jpg
158,"[0.3649789438956704, 0.6350210561043296]",09813.jpg
159,"[0.3666285004560539, 0.6333714995439461]",11989.jpg
160,"[0.5622076888742261, 0.4377923111257739]",19812.jpg
161,"[0.4496108987172272, 0.5503891012827729]",08936.jpg
162,"[0.5732306080071417, 0.42676939199285835]",00877.jpg
163,"[0.5412874303790098, 0.45871256962099016]",12073.jpg
164,"[0.5322633856663238, 0.4677366143336762]",02679.jpg
165,"[0.3949620601991112, 0.6050379398008888]",16021.jpg
166,"[0.5454016185060839, 0.45459838149391607]",05572.jpg
167,"[0.4736750179510567, 0.5263249820489433]",04160.jpg
168,"[0.4294474955850104, 0.5705525044149896]",13005.jpg
169,"[0.5287313939723263, 0.47126860602767373]",16006.jpg
170,"[0.4508141046789187, 0.5491858953210813]",16547.jpg
171,"[0.4741407750975179, 0.525859224902482]",16820.jpg
172,"[0.7072910399968949, 0.2927089600031051]",07675.jpg
173,"[0.6269091191367967, 0.3730908808632033]",03559.jpg
174,"[0.45116342253876457, 0.5488365774612354]",04981.jpg
175,"[0.3905955869510373, 0.6094044130489626]",11076.jpg
176,"[0.39736847212249415, 0.6026315278775058]",06912.jpg
177,"[0.6171670321566497, 0.3828329678433503]",14656.jpg
178,"[0.41006035436356225, 0.5899396456364377]",09398.jpg
179,"[0.33996390382114927, 0.6600360961788507]",04357.jpg
180,"[0.5433445244425469, 0.4566554755574531]",06933.jpg
181,"[0.5090919676298783, 0.4909080323701217]",14633.jpg
182,"[0.47811911739020746, 0.5218808826097925]",12581.jpg
183,"[0.33268644840769274, 0.6673135515923072]",04744.jpg
184,"[0.6219604494556463, 0.3780395505443537]",10257.jpg
185,"[0.4898212656950455, 0.5101787343049544]",07728.jpg
186,"[0.5276058142017117, 0.4723941857982883]",05541.jpg
187,"[0.35296629082652486, 0.6470337091734751]",15176.jpg
188,"[0.5057152283180345, 0.4942847716819655]",07979.jpg
189,"[0.6168953404878806, 0.38310465951211936]",10825.jpg
190,"[0.5484678530536203, 0.45153214694637966]",13175.jpg
191,"[0.49246055619165907, 0.5075394438083409]",02437.jpg
192,"[0.573444080032603, 0.42655591996739695]",08874.jpg
193,"[0.418967959789633, 0.581032040210367]",18909.jpg
194,"[0.4519979040928409, 0.5480020959071591]",08454.jpg
195,"[0.12843253313668032, 0.8715674668633197]",18942.jpg
196,"[0.20619457004793418, 0.7938054299520658]",14078.jpg
197,"[0.3841526130916571, 0.615847386908343]",11783.jpg
198,"[0.3135904054027829, 0.6864095945972171]",18591.jpg
199,"[0.5122358283684916, 0.4877641716315084]",09498.jpg
200,"[0.632556424537639, 0.36744357546236095]",09570.jpg
201,"[0.6491878359758583, 0.3508121640241417]",12667.jpg
202,"[0.4408585456733102, 0.5591414543266898]",17318.jpg
203,"[0.9888024219371616, 0.011197578062838387]",07223.jpg
204,"[0.5624793805429952, 0.4375206194570048]",00538.jpg
205,"[0.5386481398823963, 0.46135186011760365]",00058.jpg
206,"[0.6693318325603058, 0.3306681674396942]",16066.jpg
207,"[0.3908866851675755, 0.6091133148324245]",00821.jpg
208,"[0.3431465776553009, 0.6568534223446991]",13596.jpg
209,"[0.6703991926876128, 0.32960080731238717]",18671.jpg
210,"[0.5081992664324944, 0.49180073356750564]",06082.jpg
211,"[0.4913737895165829, 0.5086262104834172]",15346.jpg
212,"[0.19590909973024898, 0.804090900269751]",11021.jpg
213,"[0.3919928583904209, 0.6080071416095791]",13618.jpg
214,"[0.5668652603388383, 0.43313473966116167]",13717.jpg
215,"[0.5495352131809272, 0.45046478681907276]",05005.jpg
216,"[0.37058743620097423, 0.6294125637990258]",18761.jpg
217,"[0.6202138601564168, 0.3797861398435832]",19241.jpg
218,"[0.5324962642395544, 0.46750373576044557]",04210.jpg
219,"[0.23043334821168662, 0.7695666517883134]",10306.jpg
220,"[0.46088610297114246, 0.5391138970288576]",15242.jpg
221,"[0.2701391449475053, 0.7298608550524948]",09215.jpg
222,"[0.5670399192687613, 0.4329600807312387]",18293.jpg
223,"[0.6387665198237885, 0.3612334801762115]",15992.jpg
224,"[0.3555861747753692, 0.6444138252246308]",05377.jpg
225,"[0.34386461992276196, 0.656135380077238]",08118.jpg
226,"[0.6220574821944924, 0.3779425178055076]",02879.jpg
227,"[0.5398319392963186, 0.46016806070368144]",16102.jpg
228,"[0.36930660404820587, 0.6306933959517942]",03483.jpg
229,"[0.5166023016165654, 0.4833976983834346]",14595.jpg
230,"[0.7672184595082381, 0.23278154049176192]",10700.jpg
231,"[0.5818083021211357, 0.41819169787886434]",19907.jpg
232,"[0.395214345320111, 0.604785654679889]",06585.jpg
233,"[0.6066874963612723, 0.3933125036387277]",19271.jpg
234,"[0.6154204428574201, 0.38457955714257985]",01446.jpg
235,"[0.48764773234489317, 0.5123522676551069]",13970.jpg
236,"[0.5706107240582973, 0.42938927594170273]",17088.jpg
237,"[0.4891808496186613, 0.5108191503813386]",13973.jpg
238,"[0.6529332996953172, 0.3470667003046828]",04167.jpg
239,"[0.44912573502299674, 0.5508742649770033]",18200.jpg
240,"[0.5597430573075356, 0.4402569426924644]",04953.jpg
241,"[0.562013623396534, 0.43798637660346595]",10657.jpg
242,"[0.5876690795474393, 0.4123309204525607]",14800.jpg
243,"[0.42482873721593667, 0.5751712627840633]",08443.jpg
244,"[0.440218129596926, 0.5597818704030739]",18111.jpg
245,"[0.6153816297618817, 0.3846183702381183]",06327.jpg
246,"[0.5742397484911409, 0.4257602515088591]",08324.jpg
247,"[0.5487201381746201, 0.45127986182537994]",05943.jpg
248,"[0.5610044829125347, 0.4389955170874653]",18870.jpg
249,"[0.4308059539288556, 0.5691940460711444]",12754.jpg
250,"[0.4996603854140387, 0.5003396145859613]",14221.jpg
251,"[0.44483688796599974, 0.5551631120340003]",03648.jpg
252,"[0.5565021638300762, 0.4434978361699238]",12785.jpg
253,"[0.5093248462031089, 0.4906751537968911]",09840.jpg
254,"[0.6345747055056375, 0.36542529449436245]",03627.jpg
255,"[0.5862718081080557, 0.4137281918919443]",12591.jpg
256,"[0.3881697684798851, 0.611830231520115]",18478.jpg
257,"[0.7464340468474063, 0.25356595315259367]",13913.jpg
258,"[0.39253624172795903, 0.607463758272041]",13243.jpg
259,"[0.45285179219468646, 0.5471482078053136]",00845.jpg
260,"[0.3870635952570397, 0.6129364047429603]",18356.jpg
261,"[0.5634303013836869, 0.4365696986163131]",11283.jpg
262,"[0.3439034330183004, 0.6560965669816996]",02477.jpg
263,"[0.4600128083215277, 0.5399871916784723]",09933.jpg
264,"[0.5837877699935958, 0.41621223000640417]",03124.jpg
265,"[0.5773642026819849, 0.42263579731801515]",13868.jpg
266,"[0.20458382658308913, 0.7954161734169108]",17830.jpg
267,"[0.45754817675483705, 0.542451823245163]",07164.jpg
268,"[0.5540763453589241, 0.44592365464107586]",07528.jpg
269,"[0.6900386190300607, 0.3099613809699393]",18369.jpg
270,"[0.593976207572435, 0.40602379242756503]",14097.jpg
271,"[0.5711735139436046, 0.4288264860563954]",03838.jpg
272,"[0.5940926468590503, 0.4059073531409497]",10548.jpg
273,"[0.2298511517786101, 0.7701488482213898]",05434.jpg
274,"[0.5060645461778804, 0.49393545382211956]",00249.jpg
275,"[0.5976246385530478, 0.4023753614469522]",16451.jpg
276,"[0.4110112752042539, 0.5889887247957462]",02902.jpg
277,"[0.4915872615420443, 0.5084127384579558]",19167.jpg
278,"[0.30448873449902, 0.6955112655009801]",11538.jpg
279,"[0.4650196976459858, 0.5349803023540143]",01450.jpg
280,"[0.5886976265792079, 0.4113023734207921]",07583.jpg
281,"[0.4183663568087873, 0.5816336431912127]",14930.jpg
282,"[0.744085854567331, 0.255914145432669]",13485.jpg
283,"[0.37320732014981856, 0.6267926798501815]",03736.jpg
284,"[0.5806827223505211, 0.4193172776494789]",09304.jpg
285,"[0.48962720021735334, 0.5103727997826466]",08693.jpg
286,"[0.47751751440936174, 0.5224824855906383]",13844.jpg
287,"[0.5697180228609132, 0.4302819771390868]",18344.jpg
288,"[0.1705059287003435, 0.8294940712996565]",17022.jpg
289,"[0.3931960643521124, 0.6068039356478876]",01040.jpg
290,"[0.5399095654873954, 0.46009043451260456]",12425.jpg
291,"[0.4152224960701741, 0.584777503929826]",10035.jpg
292,"[0.2515864852801335, 0.7484135147198665]",02913.jpg
293,"[0.56335267519261, 0.43664732480739]",17684.jpg
294,"[0.5536688078557706, 0.44633119214422945]",09055.jpg
295,"[0.5943255254322809, 0.4056744745677191]",05345.jpg
296,"[0.34700848066137513, 0.6529915193386249]",01580.jpg
297,"[0.48013739835820607, 0.519862601641794]",03968.jpg
298,"[0.35147198664829515, 0.6485280133517048]",08210.jpg
299,"[0.5587339168235362, 0.44126608317646376]",17632.jpg
300,"[0.6299559471365639, 0.3700440528634361]",12191.jpg
301,"[0.12204777892060781, 0.8779522210793922]",06883.jpg
302,"[0.5015816336431912, 0.4984183663568088]",19844.jpg
303,"[0.5649051990141474, 0.4350948009858526]",08698.jpg
304,"[0.5381823827359351, 0.4618176172640649]",13764.jpg
305,"[0.7040695530672049, 0.29593044693279513]",15678.jpg
306,"[0.021502454928292804, 0.9784975450717072]",17714.jpg
307,"[0.44712686060276735, 0.5528731393972326]",16169.jpg
308,"[0.6595509324846203, 0.34044906751537973]",00919.jpg
309,"[0.533893535678938, 0.46610646432106195]",03852.jpg
310,"[0.29785169516194765, 0.7021483048380524]",02986.jpg
311,"[0.45126045527761066, 0.5487395447223893]",06680.jpg
312,"[0.5819635545032894, 0.4180364454967106]",18169.jpg
313,"[0.31298880242193716, 0.6870111975780628]",18152.jpg
314,"[0.6181179529973413, 0.3818820470026587]",16333.jpg
315,"[0.4903646490325836, 0.5096353509674164]",03500.jpg
316,"[0.44083913912554096, 0.559160860874459]",15348.jpg
317,"[0.5442178190921617, 0.4557821809078383]",06965.jpg
318,"[0.47668303285528535, 0.5233169671447147]",18596.jpg
319,"[0.49185895321081335, 0.5081410467891867]",10924.jpg
320,"[0.4232374002988608, 0.5767625997011392]",04070.jpg
321,"[0.4166197675095577, 0.5833802324904422]",18403.jpg
322,"[0.5373479011818587, 0.4626520988181413]",14512.jpg
323,"[0.7065924042772032, 0.29340759572279684]",09071.jpg
324,"[0.5231423082147917, 0.4768576917852083]",09269.jpg
325,"[0.8108637854412079, 0.18913621455879215]",01282.jpg
326,"[0.4694443905373673, 0.5305556094626327]",09955.jpg
327,"[0.39372004114188125, 0.6062799588581187]",07142.jpg
328,"[0.4470686409594597, 0.5529313590405402]",14178.jpg
329,"[0.45525820411806944, 0.5447417958819305]",08504.jpg
330,"[0.4765860001164393, 0.5234139998835607]",04966.jpg
331,"[0.3703351510799744, 0.6296648489200256]",01233.jpg
332,"[0.384676589881426, 0.615323410118574]",10004.jpg
333,"[0.9412757864503484, 0.05872421354965163]",18271.jpg
334,"[0.4871043490073551, 0.5128956509926449]",01554.jpg
335,"[0.5338547225833996, 0.4661452774166004]",09054.jpg
336,"[0.6415416561547866, 0.35845834384521336]",09185.jpg
337,"[0.589609734324361, 0.41039026567563897]",16476.jpg
338,"[0.3515107997438336, 0.6484892002561664]",07923.jpg
339,"[0.6308486483339478, 0.3691513516660522]",18638.jpg
340,"[0.46286557084360264, 0.5371344291563973]",02313.jpg
341,"[0.5287508005200955, 0.4712491994799045]",07582.jpg
342,"[0.626307516155951, 0.37369248384404896]",11272.jpg
343,"[0.3812610374740437, 0.6187389625259563]",19056.jpg
344,"[0.8741679442643948, 0.12583205573560519]",02838.jpg
345,"[0.6123542083098837, 0.38764579169011626]",15249.jpg
346,"[0.4882493353257389, 0.5117506646742611]",00802.jpg
347,"[0.6316831298880242, 0.3683168701119758]",16350.jpg
348,"[0.5795765491276756, 0.42042345087232436]",07074.jpg
349,"[0.5561334394224612, 0.4438665605775388]",19189.jpg
350,"[0.4443517242717693, 0.5556482757282307]",09256.jpg
351,"[0.39905684177841605, 0.600943158221584]",07391.jpg
352,"[0.14261871955597819, 0.8573812804440218]",04749.jpg
353,"[0.6147024005899591, 0.38529759941004094]",00873.jpg
354,"[0.6137902928448058, 0.3862097071551942]",01474.jpg
355,"[0.5458673756525452, 0.4541326243474548]",14206.jpg
356,"[0.5516505268877719, 0.44834947311222806]",12464.jpg
357,"[0.2728172485396573, 0.7271827514603427]",03526.jpg
358,"[0.6235517863727221, 0.3764482136272779]",09558.jpg
359,"[0.5085291777445711, 0.49147082225542893]",07015.jpg
360,"[0.4992140348153467, 0.5007859651846533]",07685.jpg
361,"[0.5191057462787945, 0.48089425372120553]",10160.jpg
362,"[0.511828290865338, 0.488171709134662]",09663.jpg
363,"[0.4838634555298958, 0.5161365444701043]",05187.jpg
364,"[0.3228667352364688, 0.6771332647635312]",13200.jpg
365,"[0.7525859224902482, 0.24741407750975175]",18506.jpg
366,"[0.4218595354072464, 0.5781404645927536]",19653.jpg
367,"[0.37039337072328204, 0.629606629276718]",10534.jpg
368,"[0.4685516893399833, 0.5314483106600167]",16538.jpg
369,"[0.6085699314948864, 0.39143006850511364]",09212.jpg
370,"[0.7170913466203497, 0.2829086533796503]",07287.jpg
371,"[0.61443070892119, 0.38556929107881]",05440.jpg
372,"[0.8627957072716335, 0.13720429272836654]",06730.jpg
373,"[0.5891439771778998, 0.4108560228221002]",10201.jpg
374,"[0.640416076384172, 0.359583923615828]",07878.jpg
375,"[0.6614721807137728, 0.3385278192862272]",15998.jpg
376,"[0.6051543790875041, 0.39484562091249586]",16790.jpg
377,"[0.5147004599351821, 0.4852995400648179]",15653.jpg
378,"[0.7416018164528712, 0.25839818354712885]",05443.jpg
379,"[0.6460827883327834, 0.35391721166721657]",08848.jpg
380,"[0.3290768305226183, 0.6709231694773816]",18296.jpg
381,"[0.1607832482679656, 0.8392167517320344]",06185.jpg
382,"[0.012653069145529702, 0.9873469308544703]",12485.jpg
383,"[0.8670069281375536, 0.13299307186244635]",17217.jpg
384,"[0.3449319800500689, 0.655068019949931]",02945.jpg
385,"[0.16842942808903724, 0.8315705719109627]",01915.jpg
386,"[0.7658600011643929, 0.2341399988356071]",17610.jpg
387,"[0.4608278833278348, 0.5391721166721652]",17376.jpg
388,"[0.41890974014632537, 0.5810902598536747]",14899.jpg
389,"[0.28050224145626734, 0.7194977585437327]",17854.jpg
390,"[0.6525645752877021, 0.34743542471229794]",13166.jpg
391,"[0.621397659570339, 0.378602340429661]",06026.jpg
392,"[0.5560558132313843, 0.4439441867686157]",15416.jpg
393,"[0.6359137573017136, 0.3640862426982864]",00515.jpg
394,"[0.6788216344194531, 0.3211783655805469]",01624.jpg
395,"[0.5632944555493024, 0.43670554445069765]",17949.jpg
396,"[0.1352248248559064, 0.8647751751440936]",05932.jpg
397,"[0.7512468706941722, 0.24875312930582782]",06923.jpg
398,"[0.5080440140503406, 0.4919559859496594]",13192.jpg
399,"[0.6199033553921093, 0.3800966446078907]",13096.jpg
400,"[0.5469541423276213, 0.4530458576723787]",02681.jpg
401,"[0.5080246075025714, 0.4919753924974286]",01720.jpg
402,"[0.5173979700751034, 0.48260202992489665]",06507.jpg
403,"[0.39806710784218596, 0.601932892157814]",13324.jpg
404,"[0.4510081701566108, 0.5489918298433891]",12255.jpg
405,"[0.4381804420811582, 0.5618195579188419]",02471.jpg
406,"[0.5348056434240913, 0.4651943565759087]",06265.jpg
407,"[0.4316016223873935, 0.5683983776126065]",15706.jpg
408,"[0.4054027828989501, 0.5945972171010498]",02226.jpg
409,"[0.5633332686448408, 0.4366667313551592]",11217.jpg
410,"[0.39011042325680684, 0.6098895767431931]",00432.jpg
411,"[0.619612257175571, 0.380387742824429]",17910.jpg
412,"[0.35125851462283375, 0.6487414853771662]",05298.jpg
413,"[0.6448213627277843, 0.35517863727221566]",08341.jpg
414,"[0.7671020202216228, 0.23289797977837723]",04116.jpg
415,"[0.3501135283044499, 0.6498864716955501]",11869.jpg
416,"[0.30594422558171125, 0.6940557744182887]",00948.jpg
417,"[0.27772710512526927, 0.7222728948747308]",06863.jpg
418,"[0.34297191872537797, 0.6570280812746221]",09013.jpg
419,"[0.4210444604009393, 0.5789555395990607]",04872.jpg
420,"[0.4765665935686701, 0.52343340643133]",03051.jpg
421,"[0.3982223602243397, 0.6017776397756602]",17427.jpg
422,"[0.5670399192687613, 0.4329600807312387]",19207.jpg
423,"[0.40425779658056626, 0.5957422034194337]",13510.jpg
424,"[0.36488191115682433, 0.6351180888431757]",19827.jpg
425,"[0.548526072696928, 0.451473927303072]",15783.jpg
426,"[0.35333501523414, 0.64666498476586]",17426.jpg
427,"[0.6224068000543383, 0.37759319994566165]",13552.jpg
428,"[0.3333656775796154, 0.6666343224203846]",00977.jpg
429,"[0.20145937239224515, 0.7985406276077549]",14297.jpg
430,"[0.4294669021327796, 0.5705330978672204]",02272.jpg
431,"[0.42469289138155214, 0.5753071086184478]",06901.jpg
432,"[0.5860001164392866, 0.4139998835607134]",07851.jpg
433,"[0.95115371926488, 0.048846280735119985]",11633.jpg
434,"[0.549244114964389, 0.45075588503561104]",12602.jpg
435,"[0.5538434667856935, 0.4461565332143065]",13330.jpg
436,"[0.1959479128257874, 0.8040520871742126]",04044.jpg
437,"[0.4134176871276369, 0.5865823128723631]",07893.jpg
438,"[0.40778978827456386, 0.5922102117254362]",15624.jpg
439,"[0.495759669312426, 0.504240330687574]",17576.jpg
440,"[0.29886083564594695, 0.701139164354053]",05104.jpg
441,"[0.4101379805546391, 0.5898620194453609]",17164.jpg
442,"[0.4730346018746725, 0.5269653981253275]",11649.jpg
443,"[0.5698150555997593, 0.4301849444002407]",00523.jpg
444,"[0.5390750839333192, 0.46092491606668085]",09260.jpg
445,"[0.683188107667527, 0.316811892332473]",12359.jpg
446,"[0.6652176444332317, 0.3347823555667683]",00261.jpg
447,"[0.5807797550893672, 0.4192202449106328]",06922.jpg
448,"[0.4123115139047915, 0.5876884860952085]",13636.jpg
449,"[0.7083195870286635, 0.2916804129713365]",00812.jpg
450,"[0.3486386306739894, 0.6513613693260105]",00596.jpg
451,"[0.44687457548176757, 0.5531254245182324]",15301.jpg
452,"[0.4926740282171205, 0.5073259717828795]",19968.jpg
